eng_clean,urdu_clean
to redeem them that were under the law that we might receive the adoption of sons,تاکہ شریعت کے ماتحتوں کو مول لے کر چھڑا لے اور ہم کو لے پالک ہونے کا درجہ ملے .
and because ye are sons god hath sent forth the spirit of his son into your hearts crying abba father,اور چونکہ تم بیٹے ہو اس لئے خدا نے اپنے بیٹے کا روح ہمارے دلوں میں بھیجا جو ابّا یعنی اے باپ کہہ کر پکارتا ہے .
wherefore thou art no more a servant but a son and if a son then an heir of god through christ,پس اب تو غلام نہیں بلکہ بیٹا ہے اور جب بیٹا ہؤا تو خدا کے وسیلہ سے وارث بھی ہؤا .
howbeit then when ye knew not god ye did service unto them which by nature are no gods,لیکن اس وقت خدا سے ناواقف ہوکر تم ان معبودوں کی غلامی میں تھے جو اپنی ذات سے خدا نہیں .
but now after that ye have known god or rather are known of god how turn ye again to the weak and beggarly elements whereunto ye desire again to be in bondage,مگر اب جو تم نے خدا کو پہچانا بلکہ خدا نے تم کو پہچانا تو ان ضعیف اور نکمّی ابتدائی باتوں کی طرف کس طرح پھر رجوع ہوتے ہو جن کی دوبارہ غلامی کرنا چاہتے ہو
ye observe days and months and times and years,تم دنوں اور مہینوں اور مقرّرہ وقتوں اور برسوں کو مانتے ہو .
i am afraid of you lest i have bestowed upon you labour in vain,مجھے تمہاری بابت ڈر ہے . کہیں ایسا نہ ہو کہ جو محنت میں نے تم پر کی ہے بے فائدہ جائے .
brethren i beseech you be as i am for i am as ye are ye have not injured me at all,اے بھائیو میں تمہاری منّت کرتا ہوں کہ میری مانند ہو جاؤ کیونکہ میں بھی تمہاری مانند ہوں . تم نے میرا کچھ بگاڑا نہیں .
ye know how through infirmity of the flesh i preached the gospel unto you at the first,بلکہ تم جانتے ہو کہ میں نے پہلی دفعہ جسم کی کمزوری کے سبب سے تم کو خوشخبری سنائی تھی .
and my temptation which was in my flesh ye despised not nor rejected but received me as an angel of god even as christ jesus,اور تم نے میری اس جسمانی حالت کو جو تمہاری آزمایش کا باعث تھی نہ حقیر جانا نہ اس سے نفرت کی اور خدا کے فرشتہ بلکہ مسیح یسوع کی مانند مجھے مان لیا .
where is then the blessedness ye spake of for i bear you record that if it had been possible ye would have plucked out your own eyes and have given them to me,پس تمہارا وہ خوشی منانا کہاں گیا میں تمہارا گواہ ہوں کہ اگر ہو سکتا تو تم اپنی آنکھیں بھی نکال کر مجھے دے دیتے .
am i therefore become your enemy because i tell you the truth,تو کیا تم سے سچ بولنے کے سبب سے میں تمہارا دشمن بن گیا
they zealously affect you but not well yea they would exclude you that ye might affect them,وہ تمہیں دوست بنانے کی کوشش تو کرتے ہیں مگر نیک نیّتی سے نہیں بلکہ وہ تمہیں خارج کرانا چاہتے ہیں تاکہ تم ان ہی کو دوست بنانے کی کوشش کرو .
but it is good to be zealously affected always in a good thing and not only when i am present with you,لیکن یہ اچھّی بات ہے کہ نیک امر میں دوست بنانے کی ہر وقت کوشش کی جائے . نہ صرف اسی وقت جب میں تمہارے پاس موجود ہوں .
my little children of whom i travail in birth again until christ be formed in you,اے میرے بچّو تمہاری طرف سے مجھے پھر جننے کے سے درد لگے ہیں . جب تک کہ مسیح تم میں صورت نہ پکڑ لے .
i desire to be present with you now and to change my voice for i stand in doubt of you,جی چاہتا ہے کہ اب تمہارے پاس موجود ہوکر اور طرح سے بولوں کیونکہ مجھے تمہاری طرف سے شبہ ہے .
tell me ye that desire to be under the law do ye not hear the law,مجھ سے کہو تو . تم جو شریعت کے ماتحت ہونا چاہتے ہو کیا شریعت کی بات کو نہیں سنتے
for it is written that abraham had two sons the one by a bondmaid the other by a freewoman,یہ لکھا ہے کہ ابرہام کے دو بیٹے تھے . ایک لونڈی سے . دوسرا آزاد سے .
but he who was of the bondwoman was born after the flesh but he of the freewoman was by promise,مگر لونڈی کا بیٹا جسمانی طور پر اور آزاد کا بیٹا وعدہ کے سبب سے پیدا ہؤا .
which things are an allegory for these are the two covenants the one from the mount sinai which gendereth to bondage which is agar,ان باتوں میں تمثیل پائی جاتی ہے اس لئے کہ یہ عورتیں گویا دو عہد ہیں . ایک کوہ سینا پر کا جس سے غلام ہی پیدا ہوتے ہیں اور وہ ہاجرہ ہے .
for this agar is mount sinai in arabia and answereth to jerusalem which now is and is in bondage with her children,اور ہاجرہ عرب کا کوہ سینا ہے اور موجودہ یروشلیم اس کا جواب ہے کیونکہ وہ اپنے لڑکوں سمیت غلامی میں ہے .
but jerusalem which is above is free which is the mother of us all,مگر عالم بالا کی یروشلیم آزاد ہے اور وہی ہماری ماں ہے .
for it is written rejoice thou barren that bearest not break forth and cry thou that travailest not for the desolate hath many more children than she which hath an husband,کیونکہ لکھا ہے کہ اے بانجھ تو جس کے اولاد نہیں ہوتی خوشی منا . تو جو درد زہ سے ناواقف ہے آواز بلند کرکے چلا کیونکہ بے کس چھوڑی ہوئی کی اولاد شوہر والی کی اولاد سے زیادہ ہوگی .
now we brethren as isaac was are the children of promise,پس اے بھائیو ہم اضحاق کی طرح وعدہ کے فرزند ہیں .
but as then he that was born after the flesh persecuted him that was born after the spirit even so it is now,اور جیسے اس وقت جسمانی پیدایش والا روحانی پیدایش والے کو ستاتا تھا ویسے ہی اب بھی ہوتا ہے .
nevertheless what saith the scripture cast out the bondwoman and her son for the son of the bondwoman shall not be heir with the son of the freewoman,مگر کتاب مقدّس کیا کہتی ہے یہ کہ لونڈی اور اس کے بیٹے کو نکال دے کیونکہ لونڈی کا بیٹا آزاد کے بیٹے کے ساتھ ہرگز وارث نہ ہوگا .
so then brethren we are not children of the bondwoman but of the free,پس اے بھائیو ہم لونڈی کے فرزند نہیں بلکہ آزاد کے ہیں .
stand fast therefore in the liberty wherewith christ hath made us free and be not entangled again with the yoke of bondage,مسیح نے ہمیں آزاد رہنے کے لئے آزاد کیا ہے پس قائم رہو اور دوبارہ غلامی کے جوئے میں نہ جتو .
behold i paul say unto you that if ye be circumcised christ shall profit you nothing,دیکھو میں پولس تم سے کہتا ہوں کہ اگر تم ختنہ کراؤ گے تو مسیح سے تم کو کچھ فائدہ نہ ہوگا .
for i testify again to every man that is circumcised that he is a debtor to do the whole law,بلکہ میں ہر ایک ختنہ کرانے والے شخص پر پھر گواہی دیتا ہوں کہ اسے تمام شریعت پر عمل کرنا فرض ہے .
christ is become of no effect unto you whosoever of you are justified by the law ye are fallen from grace,تم جو شریعت کے وسیلہ سے راستباز ٹھہرنا چاہتے ہو مسیح سے الگ ہو گئے اور فضل سے محروم .
for we through the spirit wait for the hope of righteousness by faith,کیونکہ ہم روح کے باعث ایمان سے راستبازی کی امّید برآنے کے منتظر ہیں .
for in jesus christ neither circumcision availeth any thing nor uncircumcision but faith which worketh by love,اور مسیح یسوع میں نہ تو ختنہ کچھ کام کا ہے نہ نامختونی مگر ایمان جو محبّت کی راہ سے اثر کرتا ہے .
ye did run well who did hinder you that ye should not obey the truth,تم تو اچھّی طرح دوڑ رہے تھے . کس نے تمہیں حق کے ماننے سے روک دیا
this persuasion cometh not of him that calleth you,یہ ترغیب تمہارے بلانے والے کی طرف سے نہیں ہے .
a little leaven leaveneth the whole lump,تھوڑا سا خمیر سارے گندھے ہوئے آٹے کو خمیر کر دیتا ہے .
i have confidence in you through the lord that ye will be none otherwise minded but he that troubleth you shall bear his judgment whosoever he be,مجھے خداوند میں تم پر یہ بھروسا ہے کہ تم اور طرح کا خیال نہ کرو گے لیکن جو تمہیں گھبرا دیتا ہے وہ خواہ کوئی ہو سزا پائے گا .
and i brethren if i yet preach circumcision why do i yet suffer persecution then is the offence of the cross ceased,اور اے بھائیو میں اگر اب تک ختنہ کی منادی کرتا ہوں تو اب تک ستایا کیوں جاتا ہوں اس صورت میں صلیب کی ٹھوکر تو جاتی رہی .
i would they were even cut off which trouble you,کاش کہ تمہارے بے قرار کرنے والے اپنا تعلق قطع کر لیتے .
for brethren ye have been called unto liberty only use not liberty for an occasion to the flesh but by love serve one another,اے بھائیو تم آزادی کے لئے بلائے تو گئے ہو مگر ایسا نہ ہو کہ وہ آزادی جسمانی باتوں کا موقع بنے بلکہ محبّت کی راہ سے ایک دوسرے کی خدمت کرو .
for all the law is fulfilled in one word even in this thou shalt love thy neighbour as thyself,کیونکہ ساری شریعت پر ایک ہی بات سے پورا عمل ہو جاتا ہے یعنی اس سے کہ تو اپنے پڑوسی سے اپنی مانند محبّت رکھ .
but if ye bite and devour one another take heed that ye be not consumed one of another,لیکن اگر تم ایک دوسرے کو کاٹتے اور پھاڑے کھاتے ہو تو خبردار رہنا کہ ایک دوسرے کا ستیاناس نہ کر دو .
this i say then walk in the spirit and ye shall not fulfil the lust of the flesh,مگر میں یہ کہتا ہوں کہ روح کے موافق چلو تو جسم کی خواہش کو ہرگز پورا نہ کرو گے .
for the flesh lusteth against the spirit and the spirit against the flesh and these are contrary the one to the other so that ye cannot do the things that ye would,کیونکہ جسم روح کے خلاف خواہش کرتا ہے اور روح جسم کے خلاف اور یہ ایک دوسرے کے مخالف ہیں تاکہ جو تم چاہتے ہو وہ نہ کرو .
but if ye be led of the spirit ye are not under the law,اور اگر تم روح کی ہدایت سے چلتے ہو تو شریعت کے ماتحت نہیں رہے .
now the works of the flesh are manifest which are these adultery fornication uncleanness lasciviousness,اب جسم کے کام تو ظاہر ہیں یعنی حرامکاری . ناپاکی . شہوت پرستی .
idolatry witchcraft hatred variance emulations wrath strife seditions heresies,بت پرستی . جادوگری . عداوتیں . جھگڑا . حسد . غصّہ . تفرقے . جدائیاں . بدعتیں .
envyings murders drunkenness revellings and such like of the which i tell you before as i have also told you in time past that they which do such things shall not inherit the kingdom of god,بغض . نشہ بازی . ناچ رنگ . اور اور ان کی مانند . ان کی بابت تمہیں پہلے سے کہہ دیتا ہوں جیسا کہ پیشتر جتا چکا ہوں کہ ایسے کام کرنے والے خدا کی بادشاہی کے وارث نہ ہوں گے .
but the fruit of the spirit is love joy peace longsuffering gentleness goodness faith,مگر روح کا پھل محبّت . خوشی . اطمینان . تحمّل . مہربانی . نیکی . ایمانداری .
meekness temperance against such there is no law,حلم . پرہیزگاری ہے . ایسے کاموں کی کوئی شریعت مخالف نہیں .
and they that are christ s have crucified the flesh with the affections and lusts,اور جو مسیح یسوع کے ہیں انہوں نے جسم کو اس کی رغبتوں اور خواہشوں سمیت صلیب پر کھینچ دیا ہے .
if we live in the spirit let us also walk in the spirit,اگر ہم روح کے سبب سے زندہ ہیں تو روح کے موافق چلنا بھی چاہئے .
let us not be desirous of vain glory provoking one another envying one another,ہم بیجا فخر کرکے نہ ایک دوسرے کو چڑائیں نہ ایک دوسرے سے جلیں .
brethren if a man be overtaken in a fault ye which are spiritual restore such an one in the spirit of meekness considering thyself lest thou also be tempted,اے بھائیو اگر کوئی آدمی کسی قصور میں پکڑا بھی جائے تو تم جو روحانی ہو اس کو حلم مزاجی سے بحال کرو اور اپنا بھی خیال رکھ . کہیں تو بھی آزمایش میں نہ پڑ جائے .
bear ye one another s burdens and so fulfil the law of christ,تم ایک دوسرے کا بار اٹھاؤ اور یوں مسیح کی شریعت کو پورا کرو .
for if a man think himself to be something when he is nothing he deceiveth himself,کیونکہ اگر کوئی شخص اپنے آپ کو کچھ سمجھے اور کچھ بھی نہ ہو تو اپنے آپ کو دھوکا دیتا ہے .
but let every man prove his own work and then shall he have rejoicing in himself alone and not in another,پس ہر شخص اپنے ہی کام کو آزما لے . اس صورت میں اسے اپنی ہی بابت فخر کرنے کا موقع ہوگا نہ کے دوسرے کی بابت .
for every man shall bear his own burden,کیونکہ ہر شخص اپنا ہی بوجھ اٹھائے گا .
let him that is taught in the word communicate unto him that teacheth in all good things,کلام کی تعلیم پانے والا تعلیم دینے والے کو سب اچھّی چیزوں میں شریک کرے .
be not deceived god is not mocked for whatsoever a man soweth that shall he also reap,فریب نہ کھاؤ . خدا ٹھٹھّوں میں نہیں اڑایا جاتا کیونکہ آدمی جو کچھ بوتا ہے وہی کاٹے گا .
for he that soweth to his flesh shall of the flesh reap corruption but he that soweth to the spirit shall of the spirit reap life everlasting,جو کوئی اپنے جسم کے لئے بوتا ہے وہ جسم سے ہلاکت کی فصل کاٹے گا اور جو روح کے لئے بوتا ہے وہ روح سے ہمیشہ کی زندگی کی فصل کاٹے گا .
and let us not be weary in well doing for in due season we shall reap if we faint not,ہم نیک کام کرنے میں ہمت نہ ہاریں کیونکہ اگر بے دل نہ ہونگے تو عین وقت پر کاٹیں گے .
as we have therefore opportunity let us do good unto all men especially unto them who are of the household of faith,پس جہاں تک موقع ملے سب کے ساتھ نیکی کریں خاص کر اہل ایمان کے ساتھ .
ye see how large a letter i have written unto you with mine own hand,دیکھو میں نے کیسے بڑے بڑے حرفوں میں تم کو اپنے ہاتھ سے لکھا ہے .
as many as desire to make a fair shew in the flesh they constrain you to be circumcised only lest they should suffer persecution for the cross of christ,جتنے لوگ جسمانی نمود چاہتے ہیں وہ تمہیں ختنہ کرانے پر مجبور کرتے ہیں . صرف اس لئے کہ مسیح کی صلیب کے سبب سے ستائے نہ جائیں .
for neither they themselves who are circumcised keep the law but desire to have you circumcised that they may glory in your flesh,کیونکہ ختنہ کرانے والے خود بھی شریعت پر عمل نہیں کرتے مگر تمہارا ختنہ اس لئے کرانا چاہتے ہیں کہ تمہاری جسمانی حالت پر فخر کریں .
but god forbid that i should glory save in the cross of our lord jesus christ by whom the world is crucified unto me and i unto the world,لیکن خدا نے کرے کہ میں کسی چیز پر فخر کروں سوا اپنے خداوند یسوع مسیح کی صلیب کے جس سے دنیا میرے اعتبار سے مصلوب ہوئی اور میں دنیا کے اعتبار سے .
for in christ jesus neither circumcision availeth any thing nor uncircumcision but a new creature,کیونکہ نہ ختنہ کچھ چیز ہے نہ نامختونی بلکہ نئے سرے سے مخلوق ہونا .
and as many as walk according to this rule peace be on them and mercy and upon the israel of god,اور جتنے اس قاعدہ پر چلیں انہیں اور خدا کے اسرائیل کو اطمینان اور رحم حاصل ہوتا رہے .
from henceforth let no man trouble me for i bear in my body the marks of the lord jesus,آگے کو کوئی مجھے تکلیف نہ دے کیونکہ میں اپنے جسم پر یسوع کے داغ لئے ہوئے پھرتا ہوں .
brethren the grace of our lord jesus christ be with your spirit amen,اے بھائیو ہمارے خداوند یسوع مسیح کا فضل تمہاری روح کے ساتھ رہے . آمین .
paul an apostle of jesus christ by the will of god to the saints which are at ephesus and to the faithful in christ jesus,پولس کی طرف سے جو خدا کی مرضی سے مسیح یسوع کا رسول ہے ان مقدّسوں کے نام جو افسس میں ہیں اور مسیح یسوع میں ایماندار ہیں .
blessed be the god and father of our lord jesus christ who hath blessed us with all spiritual blessings in heavenly places in christ,ہمارے خداوند یسوع مسیح کے خدا اور باپ کی حمد ہو جس نے ہم کو مسیح میں آسمانی مقاموں پر ہر طرح کی روحانی برکت بخشی .
according as he hath chosen us in him before the foundation of the world that we should be holy and without blame before him in love,چنانچہ اس نے ہم کو بنای عالم سے پیشتر اس میں چن لیا تاکہ ہم اس کے نزدیک محبّت میں پاک اور بے عیب ہوں .
having predestinated us unto the adoption of children by jesus christ to himself according to the good pleasure of his will,اور اس نے اپنی مرضی کے نیک ارادہ کے موافق ہمیں اپنے لئے پیشتر سے مقرّر کیا کہ یسوع مسیح کے وسیلہ سے اس کے لے پالک بیٹے ہوں .
to the praise of the glory of his grace wherein he hath made us accepted in the beloved,تاکہ اس کے اس فضل کے جلال کی ستایش ہو جو ہمیں اس عزیز میں مفت بخشا .
in whom we have redemption through his blood the forgiveness of sins according to the riches of his grace,ہم کو اس میں اس کے خون کے وسیلہ سے مخلصی یعنی قصوروں کی معافی اس کے اس فضل کی دولت کے موافق حاصل ہے .
wherein he hath abounded toward us in all wisdom and prudence,جو اس نے ہر طرح کی حکمت اور دانائی کے ساتھ کثرت سے ہم پر نازل کیا .
having made known unto us the mystery of his will according to his good pleasure which he hath purposed in himself,چنانچہ اس نے اپنی مرضی کے بھید کو اپنے اس نیک ارادہ کے موافق ہم پر ظاہر کیا . جسے اپنے آپ میں ٹھہرا لیا تھا .
that in the dispensation of the fulness of times he might gather together in one all things in christ both which are in heaven and which are on earth even in him,تاکہ زمانوں کے پورے ہونے کا ایسا انتظام ہو کہ مسیح میں سب چیزوں کا مجموعہ ہو جائے . خواہ وہ آسمان کی ہوں خواہ زمین کی .
in whom also we have obtained an inheritance being predestinated according to the purpose of him who worketh all things after the counsel of his own will,اسی میں ہم بھی اس کے ارادہ کے موافق جو اپنی مرضی کی مصلحت سے سب کچھ کرتا ہے پیشتر سے مقرّر ہوکر میراث بنے .
that we should be to the praise of his glory who first trusted in christ,تاکہ ہم جو پہلے سے مسیح کی امید میں تھے اس کے جلال کی ستایش کا باعث ہوں .
in whom ye also trusted after that ye heard the word of truth the gospel of your salvation in whom also after that ye believed ye were sealed with that holy spirit of promise,اور اسی میں تم پر بھی جب تم نے کلام حق کو سنا جو تمہاری نجات کی خوشخبری ہے اور اس پر ایمان لائے پاک موعودہ روح کی مہر لگی .
which is the earnest of our inheritance until the redemption of the purchased possession unto the praise of his glory,وہی خدا کی ملکیّت کی مخلصی کے لئے ہماری میراث کا بیعانہ ہے تاکہ اس کے جلال کی ستایش ہو .
wherefore i also after i heard of your faith in the lord jesus and love unto all the saints,اس سبب سے میں بھی اس ایمان کا جو تمہارے درمیان خداوند یسوع پر ہے اور سب مقدّسوں پر ظاہر ہے حال سن کر .
cease not to give thanks for you making mention of you in my prayers,تمہاری بابت شکر کرنے سے باز نہیں آتا اور اپنی دعاؤں میں تمہیں یاد کیا کرتا ہوں .
that the god of our lord jesus christ the father of glory may give unto you the spirit of wisdom and revelation in the knowledge of him,کہ ہمارے خداوند یسوع مسیح کا خدا جو جلال کا باپ ہے تمہیں اپنی پہچان میں حکمت اور مکاشفہ کی روح بخشے .
the eyes of your understanding being enlightened that ye may know what is the hope of his calling and what the riches of the glory of his inheritance in the saints,اور تمہارے دل کی آنکھیں روشن ہو جائیں تاکہ تم کو معلوم ہو کہ اس کے بلانے سے کیسی کچھ امّید ہے اور اس کی میراث کے جلال کی دولت مقدّسوں میں کیسی کچھ ہے .
and what is the exceeding greatness of his power to us ward who believe according to the working of his mighty power,اور ہم ایمان لانے والوں کے لئے اس کی بڑی قدرت کیا ہی بے حد ہے . اس کی بڑی قوّت کی تاثیر کے موافق .
which he wrought in christ when he raised him from the dead and set him at his own right hand in the heavenly places,جو اس نے مسیح میں کی جب اسے مردوں میں سے جلا کر اپنی دہنی طرف آسمانی مقاموں پر بٹھایا .
far above all principality and power and might and dominion and every name that is named not only in this world but also in that which is to come,اور ہر طرح کی حکومت اور اختیار اور قدرت اور ریاست اور ہر ایک نام سے بہت بلند کیا جو نہ صرف اس جہان میں بلکہ آنے والے جہان میں بھی لیا جائے گا .
and hath put all things under his feet and gave him to be the head over all things to the church,اور سب کچھ اس کے پاؤں تلے کر دیا اور اس کو سب چیزوں کا سردار بنا کر کلیسیا کو دے دیا .
which is his body the fulness of him that filleth all in all,یہ اس کا بدن ہے اور اسی کی معموری جو ہر طرح سے سب کا معمور کرنے والا ہے .
and you hath he quickened who were dead in trespasses and sins,اور اس نے تمہیں بھی زندہ کیا جب اپنے قصوروں اور گناہوں کے سبب سے مردہ تھے .
wherein in time past ye walked according to the course of this world according to the prince of the power of the air the spirit that now worketh in the children of disobedience,جن میں تم پیشتر دنیا کی روش پر چلتے تھے اور ہوا کی عملداری کے حاکم یعنی اس روح کی پیروی کرتے تھے جو اب نافرمانی کے فرزندوں میں تاثیر کرتی ہے .
among whom also we all had our conversation in times past in the lusts of our flesh fulfilling the desires of the flesh and of the mind and were by nature the children of wrath even as others,ان میں ہم بھی سب کے سب پہلے اپنے جسم کی خواہشوں میں زندگی گذارتے اور جسم اور عقل کے ارادے پورے کرتے تھے اور دوسروں کی مانند طبعی طور پر غضب کے فرزند تھے .
but god who is rich in mercy for his great love wherewith he loved us,مگر خدا نے اپنے رحم کی دولت سے اس بڑی محبّت کے سبب سے جو اس نے ہم سے کی .
even when we were dead in sins hath quickened us together with christ by grace ye are saved,جب قصوروں کے سبب سے مردہ ہی تھے تو ہم کو مسیح کے ساتھ زندہ کیا . تم کو فضل ہی سے نجات ملی ہے
and hath raised us up together and made us sit together in heavenly places in christ jesus,اور مسیح یسوع میں شامل کرکے اس کے ساتھ جلایا اور آسمانی مقاموں پر اس کے ساتھ بٹھایا .
that in the ages to come he might shew the exceeding riches of his grace in his kindness toward us through christ jesus,تاکہ وہ اپنی اس مہربانی سے جو مسیح یسوع میں ہم پر ہے آنے والے زمانوں میں اپنے فضل کی بے نہایت دولت دکھائے .
for by grace are ye saved through faith and that not of yourselves it is the gift of god,کیونکہ تم کو ایمان کے وسیلہ سے فضل ہی سے نجات ملی ہے اور یہ تمہاری طرف سے نہیں . خدا کی بخشش ہے .
not of works lest any man should boast,اور نہ اعمال کے سبب سے ہے تاکہ کوئی فخر نہ کرے .
for we are his workmanship created in christ jesus unto good works which god hath before ordained that we should walk in them,کیونکہ ہم اسی کی کاریگری ہیں اور مسیح یسوع میں ان نیک اعمال کے واسطے مخلوق ہوئے جن کو خدا نے پہلے سے ہمارے کرنے کے لئے تیّار کیا تھا .
wherefore remember that ye being in time past gentiles in the flesh who are called uncircumcision by that which is called the circumcision in the flesh made by hands,پس یاد کرو کہ تم جو جسم کے رو سے غیرقوم والے ہو اور وہ لوگ جو جسم میں ہاتھ سے کئے ہوئے ختنہ کے سبب سے مختون کہلاتے ہیں تم کو نامختون کہتے ہیں .
that at that time ye were without christ being aliens from the commonwealth of israel and strangers from the covenants of promise having no hope and without god in the world,اگلے زمانہ میں مسیح سے جدا اور اسرائیل کی سلطنت سے خارج اور وعدہ کے عہدوں سے ناواقف اور ناامّید اور دنیا میں خدا سے جدا تھے .
but now in christ jesus ye who sometimes were far off are made nigh by the blood of christ,مگر تم جو پہلے دور تھے اب مسیح یسوع میں مسیح کے خون کے سبب سے نزدیک ہو گئے ہو .
for he is our peace who hath made both one and hath broken down the middle wall of partition between us,کیونکہ وہی ہماری صلح ہے جس نے دونوں کا ایک کر لیا اور جدائی کی دیوار کو جو بیچ میں ٹھی ڈھا دیا .
having abolished in his flesh the enmity even the law of commandments contained in ordinances for to make in himself of twain one new man so making peace,چنانچہ اس نے اپنے جسم کے ذریعہ سے دشمنی یعنی وہ شریعت جس کے حکم ضابطوں کے طور پر تھے موقوف کر دی تاکہ دونوں سے اپنے آپ میں ایک نیا انسان پیدا کرکے صلح کرا دے .
and that he might reconcile both unto god in one body by the cross having slain the enmity thereby,اور صلیب پر دشمنی کو مٹا کر اور اس کے سبب سے دونوں کو ایک تن بنا کر خدا سے ملائے .
and came and preached peace to you which were afar off and to them that were nigh,اور اس نے آکر تمہیں جو دور تھے اور انہیں جو نزدیک تھے دونوں کو صلح کی خوشخبری دی .
for through him we both have access by one spirit unto the father,کیونکہ اس کے وسیلہ سے ہم دونوں کی ایک ہی روح میں باپ کے پاس رسائی ہوتی ہے .
now therefore ye are no more strangers and foreigners but fellowcitizens with the saints and of the household of god,پس اب تم پردیسی اور مسافر نہیں رہے بلکہ مقدّسوں کے ہم وطن اور خدا کے گھرانے کے ہوگئے .
and are built upon the foundation of the apostles and prophets jesus christ himself being the chief corner stone,اور رسولوں اور نبیوں کی نیو پر جس کے کونے کے سرے کا پتھّر خود مسیح یسوع ہے تعمیر کئے گئے ہو .
in whom all the building fitly framed together groweth unto an holy temple in the lord,اسی میں ہر ایک عمارت مل ملا کر خداوند میں ایک پاک مقدس بنتا جاتا ہے .
in whom ye also are builded together for an habitation of god through the spirit,اور تم بھی اسی میں باہم تعمیر کئے جاتے ہو تاکہ روح میں خدا کا مسکن بنو .
for this cause i paul the prisoner of jesus christ for you gentiles,اسی سبب سے میں پولس جو تم غیرقوم والوں کی خاطر مسیح یسوع کا قیدی ہوں .
if ye have heard of the dispensation of the grace of god which is given me to you ward,شاید تم نے خدا کے اس فضل کے انتظام کا حال سنا ہوگا جو تمہارے لئے مجھ پر ہؤا .
how that by revelation he made known unto me the mystery as i wrote afore in few words,یعنی یہ کہ وہ بھید مجھے مکاشفہ سے معلوم ہؤا . چنانچہ میں نے پہلے اس کا مختصر حال لکھا ہے .
whereby when ye read ye may understand my knowledge in the mystery of christ,جسے پڑھ کر تم معلوم کر سکتے ہو کہ میں مسیح کا وہ بھید کس قدر سمجھتا ہوں .
which in other ages was not made known unto the sons of men as it is now revealed unto his holy apostles and prophets by the spirit,جو اور زمانوں میں بنی آدم کو اس طرح معلوم نہ ہؤا تھا جس طرح اس کے مقدّس رسولوں اور نبیوں پر روح میں اب ظاہر ہو گیا ہے .
that the gentiles should be fellowheirs and of the same body and partakers of his promise in christ by the gospel,یعنی یہ کہ مسیح یسوع میں غیرقومیں خوشخبری کے وسیلہ سے میراث میں شریک اور بدن میں شامل اور وعدوں میں داخل ہیں .
whereof i was made a minister according to the gift of the grace of god given unto me by the effectual working of his power,اور خدا کے اس فضل کی بخشش سے جو اس کی قدرت کی تاثیر سے مجھ پر ہؤا میں اس خوشخبری کا خادم بنا .
unto me who am less than the least of all saints is this grace given that i should preach among the gentiles the unsearchable riches of christ,مجھ پر جو سب مقدّسوں میں چھوٹے سے چھوٹا ہوں یہ فضل ہؤا کہ میں غیرقوموں کو مسیح کی بے قیاس دولت کی خوشخبری دوں .
and to make all men see what is the fellowship of the mystery which from the beginning of the world hath been hid in god who created all things by jesus christ,اور سب پر یہ بات روشن کروں کہ جو بھید ازل سے سب چیزوں کے پیدا کرنے والے خدا میں پوشیدہ رہا اس کا کیا انتظام ہے .
to the intent that now unto the principalities and powers in heavenly places might be known by the church the manifold wisdom of god,تاکہ اب کلیسیا کے وسیلہ سے خدا کی طرح طرح کی حکمت ان حکومت والوں اور اختیار والوں کو جو آسمانی مقاموں میں ہیں معلوم ہو جائے .
according to the eternal purpose which he purposed in christ jesus our lord,اس ازلی ارادہ کے مطابق جو اس نے ہمارے خداوند مسیح یسوع میں کیا تھا .
in whom we have boldness and access with confidence by the faith of him,جس میں ہم کو اس پر ایمان رکھنے کے سبب سے دلیری ہے اور بھروسے کے ساتھ رسائی .
wherefore i desire that ye faint not at my tribulations for you which is your glory,پس میں درخواست کرتا ہوں کہ تم میری ان مصیبتوں کے سبب سے جو تمہاری خاطر سہتا ہوں ہمّت نہ ہارو کیونکہ وہ تمہارے لئے عزّت کا باعث ہیں .
for this cause i bow my knees unto the father of our lord jesus christ,اس سبب سے میں اس باپ کے آگے گھٹنے ٹیکتا ہوں .
of whom the whole family in heaven and earth is named,جس سے آسمان اور زمین کا ہر ایک خاندان نامزد ہے .
that he would grant you according to the riches of his glory to be strengthened with might by his spirit in the inner man,کہ وہ اپنے جلال کی دولت کے موافق تمہیں یہ عنایت کرے کہ تم اس کے روح سے اپنی باطنی انسانیّت میں بہت ہی زورآور ہو جاؤ .
that christ may dwell in your hearts by faith that ye being rooted and grounded in love,اور ایمان کے وسیلہ سے مسیح تمہارے دلوں میں سکونت کرے تاکہ تم محبّت میں جڑ پکڑ کے اور بنیاد قائم کر کے .
may be able to comprehend with all saints what is the breadth and length and depth and height,سب مقدّسوں سمیت بخوبی معلوم کر سکو کہ اس کی چوڑائی اور لمبائی اور انچائی اور گہرائی کتنی ہے .
and to know the love of christ which passeth knowledge that ye might be filled with all the fulness of god,اور مسیح کی اس محبّت کو جان سکو جو جاننے سے باہر ہے تاکہ تم خدا کی ساری معموری تک معمور ہو جاؤ .
now unto him that is able to do exceeding abundantly above all that we ask or think according to the power that worketh in us,اب جو ایسا قادر ہے کہ اس قدرت کے موافق جو ہم میں تاثیر کرتی ہے ہماری درخواست اور خیال سے بہت زیادہ کام کرسکتا ہے .
unto him be glory in the church by christ jesus throughout all ages world without end amen,کلیسیا میں اور مسیح یسوع میں پشت در پشت اور ابدالآباد اس کی تمجید ہوتی رہے . آمین .
